     0,     0
 10867,     0
 -6327,     3
  6725,    14
 14944,    26
 -2138,    47
 12605,    82
 17793,   124
   977,   181
 16939,   255
 18848,   340
  2524,   443
 19299,   563
 17840,   694
  2327,   841
 19593,  1004
 14853,  1172
   557,  1353
 18085,  1543
 10311,  1734
 -2298,  1930
 15337,  2127
  4909,  2317
 -5521,  2507
 12107,  2689
  -513,  2857
 -8303,  3019
  9205,  3166
 -5115,  3295
 -9885,  3412
  7347,  3512
 -8203,  3590
 -9705,  3656
  7023,  3703
 -9352,  3731
 -7499,  3749
  8403,  3750
 -8477,  3737
 -3357,  3718
 11313,  3687
 -5846,  3649
  2291,  3613
 15258,  3573
 -2026,  3536
  8748,  3508
 19518,  3483
  2223,  3468
 15169,  3470
 23279,  3482
  6083,  3511
 20709,  3562
 25778,  3627
  8837,  3715
 24671,  3826
 26449,  3954
  9990,  4104
 26626,  4277
 25026,  4463
  9368,  4669
 26486,  4892
 21594,  5123
  7144,  5368
 24515,  5623
 16581,  5879
  3808,  6142
 21277,  6405
 10680,  6660
    78,  6913
 17533,  7157
  4736,  7387
 -3233,  7607
 14094,  7810
  -410,  7992
 -5365,  8160
 11679,  8307
 -4061,  8429
 -5754,  8536
 10780,  8620
 -5790,  8680
 -4134,  8726
 11570,  8751
 -5510,  8757
  -591,  8753
 13877,  8733
 -3486,  8701
  4447,  8667
 17208,  8623
  -282,  8576
 10284,  8534
 20846,  8490
  3342,  8451
 16079,  8424
 23979,  8403
  6574,  8393
 20990,  8400
 25848,  8415
  8697,  8448
 24321,  8500
 25888,  8563
  9220,  8644
 25646,  8741
 23837,  8848
  7971,  8969
 24881,  9104
 19782,  9241
  5126,  9389
 22291,  9541
 14152,  9690
  1177,  9840
 18444,  9986
  7646, 10121
 -3155, 10249
 14102, 10365
  1108, 10461
 -7055, 10545
 10079, 10609
 -4616, 10648
 -9760, 10670
  7098, 10667
 -8828, 10637
-10703, 10588
  5650, 10513
-11098, 10413
 -9618, 10295
  5913, 10154
-11338,  9991
 -6587,  9817
  7716,  9625
 -9809,  9419
 -2036,  9207
 10569,  8985
 -7075,  8758
  3342,  8534
 13756,  8307
 -3892,  8084
  8705,  7872
 16468,  7663
 -1071,  7467
 13215,  7287
 17946,  7116
   672,  6960
 16177,  6824
 17629,  6698
   848,  6591
 17167,  6501
 15253,  6420
  -713,  6355
 16101,  6302
 10910,  6253
 -3834,  6214
 13247,  6181
  5029,  6145
 -8022,  6113
  9173,  6077
 -1692,  6031
-12556,  5981
  4642,  5920
 -8405,  5842
-16618,  5752
   471,  5644
-14265,  5514
-19446,  5368
 -2621,  5200
-18574,  5007
-20473,  4797
 -4138,  4564
-20901,  4308
-19430,  4037
 -3904,  3745
-21156,  3435
-16401,  3116
 -2090,  2783
-19602,  2438
-11812,  2091
   814,  1737
-16803,  1380
 -6356,  1030
  4094,   682
-13515,   341
  -874,    14
  6937,  -560
-10549,  -864
  3794, -1148
  8587, -1419
 -8622, -1670
  6953, -1898
  8479, -2111
 -8223, -2302
  8178, -2472
  6352, -2628
 -9524, -2765
  7385, -2884
  2293, -2996
-12349, -3092
  4839, -3179
 -3269, -3264
-16206, -3340
  1108, -3415
 -9635, -3496
-20374, -3576
 -3046, -3664
-15961, -3765
-24038, -3872
 -6810, -3994
-21403, -4133
-26438, -4284
 -9464, -4452
-25264, -4641
-27008, -4843
-10515, -5063
-27116, -5302
-25481, -5551
 -9788, -5817
-26870, -6097
-21943, -6381
 -7457, -6677
-24792, -6979
-16822, -7279
 -4014, -7582
-21447, -7882
-10813, -8170
  -175, -8454
-17593, -8726
 -4760, -8980
  3245, -9222
-14046, -9445
   494, -9645
  5486, -9827
-11522, -9985
  4254,-10118
  5983,-10232
-10515,-10321
  6091,-10385
  4471,-10432
-11198,-10456
  5918,-10458
  1034,-10450
-13399,-10423
  3999,-10382
 -3899,-10336
-16626,-10279
   898,-10217
 -9635,-10159
-20163,-10097
 -2626,-10039
-15331, -9991
-23198, -9947
 -5761, -9915
-20145, -9898
-24972, -9889
 -7789, -9895
-23383, -9919
-24921, -9952
 -8223,-10003
-24620,-10071
-22782,-10147
 -6888,-10236
-23770,-10338
-18644,-10443
 -3961,-10556
-21100,-10674
-12936,-10787
    65,-10903
-17178,-11014
 -6356,-11114
  4469,-11208
-12765,-11288
   250,-11349
  8434,-11397
 -8679,-11425
  6036,-11428
 11200,-11413
 -5638,-11373
 10305,-11306
 12198,-11221
 -4138,-11109
 12626,-10971
 11161,-10817
 -4355,-10639
 12910,-10440
  8172,-10228
 -6118, -9999
 11419, -9756
  3657, -9508
 -8937, -9249
  8716, -8985
 -1692, -8724
-12098, -8460
  5557, -8200
 -7033, -7951
-14790, -7707
  2754, -7475
-11528, -7260
-16255, -7054
  1022, -6865
-14482, -6694
-15932, -6535
   848, -6393
-15470, -6270
-13558, -6156
  2406, -6059
-14410, -5975
 -9223, -5896
  5517, -5829
-11569, -5768
 -3357, -5705
  9688, -5646
 -7515, -5586
  3342, -5515
 14197, -5441
 -3011, -5357
 10026, -5257
 18228, -5146
  1128, -5019
 15851, -4869
 21018, -4706
  4179, -4521
 20117, -4312
 22001, -4086
  5650, -3838
 22396, -3569
 20907, -3285
  5363, -2981
 22596, -2660
 17822, -2331
  3491, -1989
 20982, -1636
 13170, -1282
   522,  -922
 18116,  -560
  7646,    50
 -2827,   404
 14756,   749
  2091,  1078
 -5746,  1399
 11714,  1704
 -2656,  1988
 -7475,  2258
  9705,  2507
 -5898,  2733
 -7453,  2943
  9220,  3130
 -7211,  3295
 -5414,  3445
 10431,  3575
 -6508,  3688
 -1448,  3792
 13162,  3880
 -4058,  3958
  4017,  4034
 16921,  4100
  -425,  4164
 10284,  4233
 20989,  4301
  3628,  4374
 16509,  4461
 24551,  4554
